,*Hour (MST),,ADM,**ASPN2,CAMP,CASA,CCOL,CHAT,FTCF,GJPB,GREH,I25DEN,I25GLO,**SWAN,WBY,Date,NJH
9,9:00 AM,1hr,10,,18,8,12,10,13,4,15,13,41,0,22,2018-01-13,
10,10:00 AM,1hr,17,,12,20,11,9,14,3,16,26,54,0,13,2018-01-13,
11,11:00 AM,1hr,37,,15,22,5,10,17,2,21,26,49,0,15,2018-01-13,
12,12:00 PM,1hr,38,,14,9,5,9,10,3,31,15,38,0,11,2018-01-13,
13,1:00 PM,1hr,19,,14,13,9,47,10,8,12,15,19,,10,2018-01-13,
14,2:00 PM,1hr,17,,8,5,1,10,10,3,23,7,21,0,8,2018-01-13,
15,3:00 PM,1hr,4,,11,5,2,11,11,3,23,12,28,0,6,2018-01-13,
16,4:00 PM,1hr,3,,8,7,3,31,8,5,16,14,20,0,5,2018-01-13,
17,5:00 PM,1hr,7,,10,6,4,26,13,6,28,18,19,0,7,2018-01-13,
18,6:00 PM,1hr,6,,10,6,7,43,25,11,40,16,15,0,8,2018-01-13,
19,7:00 PM,1hr,10,,10,6,15,29,25,11,40,15,16,0,11,2018-01-13,
20,8:00 PM,1hr,9,,16,12,16,20,30,14,62,16,19,0,15,2018-01-13,
21,9:00 PM,1hr,8,,30,16,19,16,25,22,63,21,15,0,19,2018-01-13,
22,10:00 PM,1hr,10,,28,28,17,14,20,18,50,20,30,0,23,2018-01-13,
23,11:00 PM,1hr,18,,19,22,14,12,19,17,29,17,28,0,12,2018-01-13,
24,12:00 AM,1hr,19,,20,19,9,10,20,13,3,14,20,0,20,2018-01-13,
1,1:00 AM,1hr,17,,14,13,10,27,15,7,25,16,23,,11,2018-01-14,
2,2:00 AM,1hr,8,,5,8,7,15,8,7,4,6,10,0,10,2018-01-14,
3,3:00 AM,1hr,5,,6,7,5,11,10,5,5,9,8,0,8,2018-01-14,
4,4:00 AM,1hr,5,,7,7,5,12,7,5,7,8,7,0,8,2018-01-14,
5,5:00 AM,1hr,6,,7,8,5,11,11,5,8,8,8,0,6,2018-01-14,
6,6:00 AM,1hr,6,,6,8,4,10,11,6,9,8,9,0,6,2018-01-14,
7,7:00 AM,1hr,6,,7,6,5,9,11,4,11,6,7,0,8,2018-01-14,
8,8:00 AM,1hr,5,,7,7,7,9,11,5,12,8,9,0,8,2018-01-14,
9,9:00 AM,1hr,7,,15,7,6,13,12,4,14,9,14,0,11,2018-01-14,
10,10:00 AM,1hr,11,,18,9,7,9,13,4,17,9,21,0,11,2018-01-14,
11,11:00 AM,1hr,17,,21,13,8,11,13,3,20,11,23,0,11,2018-01-14,
12,12:00 PM,1hr,21,,21,13,7,10,9,3,17,7,18,0,13,2018-01-14,
13,1:00 PM,1hr,19,,14,15,6,9,10,7,16,10,27,0,15,2018-01-14,
14,2:00 PM,1hr,17,,17,12,7,9,11,7,17,12,45,0,15,2018-01-14,
15,3:00 PM,1hr,14,,22,11,4,10,12,7,15,13,32,0,24,2018-01-14,
16,4:00 PM,1hr,15,,12,6,6,12,12,3,15,6,16,0,12,2018-01-14,
17,5:00 PM,1hr,20,,21,17,19,11,14,4,25,11,19,0,14,2018-01-14,
18,6:00 PM,1hr,20,,28,22,17,29,16,7,37,14,26,0,19,2018-01-14,
19,7:00 PM,1hr,23,,33,26,17,23,20,6,39,22,28,0,9,2018-01-14,
20,8:00 PM,1hr,20,,33,24,19,21,25,14,52,28,30,0,17,2018-01-14,
21,9:00 PM,1hr,20,,26,30,15,17,26,6,64,38,36,0,12,2018-01-14,
22,10:00 PM,1hr,16,,40,30,12,14,29,27,46,38,30,0,10,2018-01-14,
23,11:00 PM,1hr,8,,31,17,13,14,17,17,2,29,17,0,8,2018-01-14,
24,12:00 AM,1hr,3,,6,6,11,19,3,27,2,7,4,0,7,2018-01-14,
1,1:00 AM,1hr,4,,5,4,9,13,4,21,2,6,3,0,2,2018-01-15,
2,2:00 AM,1hr,7,,2,5,4,7,4,14,3,7,8,0,7,2018-01-15,
3,3:00 AM,1hr,8,,2,5,4,6,3,12,2,2,4,0,6,2018-01-15,
4,4:00 AM,1hr,11,,2,3,4,7,2,8,1,1,3,0,6,2018-01-15,
5,5:00 AM,1hr,3,,2,2,3,8,2,9,1,2,4,0,4,2018-01-15,
6,6:00 AM,1hr,3,,2,1,6,9,6,10,1,1,3,0,3,2018-01-15,
7,7:00 AM,1hr,2,,2,2,9,6,6,13,2,10,4,0,2,2018-01-15,
8,8:00 AM,1hr,4,,2,2,9,3,6,18,2,1,3,0,1,2018-01-15,
9,9:00 AM,1hr,2,,2,2,2,3,7,16,16,2,4,0,3,2018-01-15,
10,10:00 AM,1hr,2,,2,2,1,7,5,11,3,4,3,0,3,2018-01-15,
11,11:00 AM,1hr,2,,3,2,2,7,3,5,3,3,3,0,2,2018-01-15,
12,12:00 PM,1hr,2,,4,2,2,8,5,6,5,5,2,0,0,2018-01-15,
13,1:00 PM,1hr,2,,3,2,3,8,4,6,3,5,3,0,2,2018-01-15,
14,2:00 PM,1hr,2,,8,2,3,9,5,6,3,5,3,0,1,2018-01-15,
15,3:00 PM,1hr,4,,6,4,3,9,5,4,4,4,8,0,5,2018-01-15,
16,4:00 PM,1hr,4,,21,4,3,9,6,2,8,3,14,0,3,2018-01-15,
17,5:00 PM,1hr,7,,28,6,4,10,6,2,13,4,14,0,4,2018-01-15,
18,6:00 PM,1hr,14,,28,8,4,12,5,6,14,7,13,0,5,2018-01-15,
19,7:00 PM,1hr,12,,24,14,5,11,6,13,13,9,13,0,5,2018-01-15,
20,8:00 PM,1hr,10,,16,16,3,16,8,7,12,9,10,0,4,2018-01-15,
21,9:00 PM,1hr,8,,19,8,6,21,5,10,14,5,7,0,2,2018-01-15,
22,10:00 PM,1hr,7,,8,7,7,17,5,4,14,5,5,0,3,2018-01-15,
23,11:00 PM,1hr,11,,9,5,6,22,6,5,8,4,8,0,2,2018-01-15,
24,12:00 AM,1hr,7,,9,10,4,19,7,8,6,6,19,0,5,2018-01-15,
1,1:00 AM,1hr,10,,9,16,5,17,9,10,5,11,15,0,6,2018-01-16,
2,2:00 AM,1hr,12,,10,10,4,15,8,11,5,14,9,0,5,2018-01-16,
3,3:00 AM,1hr,17,,14,9,3,14,9,12,9,14,18,0,4,2018-01-16,
4,4:00 AM,1hr,17,,14,10,4,15,8,3,9,12,17,0,5,2018-01-16,
5,5:00 AM,1hr,10,,13,10,4,16,7,2,12,11,17,0,8,2018-01-16,
6,6:00 AM,1hr,12,,17,11,5,17,8,2,11,12,19,0,6,2018-01-16,
7,7:00 AM,1hr,24,,19,13,12,19,7,4,14,13,17,0,11,2018-01-16,
8,8:00 AM,1hr,26,,22,16,24,21,12,7,19,16,19,0,16,2018-01-16,
9,9:00 AM,1hr,35,25,25,19,21,21,13,5,22,23,31,0,26,2018-01-16,
10,10:00 AM,1hr,43,15,24,26,19,17,14,7,21,21,65,0,28,2018-01-16,
11,11:00 AM,1hr,39,20,29,19,18,13,12,7,30,23,76,0,28,2018-01-16,
12,12:00 PM,1hr,31,16,36,17,39,9,11,5,43,23,50,0,16,2018-01-16,
13,1:00 PM,1hr,20,14,31,21,20,5,11,5,26,32,34,0,8,2018-01-16,
14,2:00 PM,1hr,14,11,21,14,9,10,13,5,18,25,27,0,9,2018-01-16,
15,3:00 PM,1hr,19,24,28,14,6,13,12,7,23,23,39,0,12,2018-01-16,
16,4:00 PM,1hr,19,154,36,12,9,17,17,5,23,29,27,0,12,2018-01-16,
17,5:00 PM,1hr,23,127,41,24,7,16,20,8,29,32,55,0,13,2018-01-16,
18,6:00 PM,1hr,57,52,68,59,14,21,25,11,16,45,43,0,26,2018-01-16,
19,7:00 PM,1hr,50,139,92,78,13,225,29,14,57,101,88,0,24,2018-01-16,
20,8:00 PM,1hr,49,148,90,81,21,407,24,19,47,77,74,0,29,2018-01-16,
21,9:00 PM,1hr,44,154,31,65,26,586,22,12,40,22,79,0,26,2018-01-16,
22,10:00 PM,1hr,47,161,38,50,22,535,18,31,28,23,75,0,19,2018-01-16,
23,11:00 PM,1hr,44,98,56,39,18,837,20,19,38,32,58,0,20,2018-01-16,
24,12:00 AM,1hr,35,97,31,35,11,546,19,15,35,35,35,0,20,2018-01-16,
1,1:00 AM,1hr,26,25,45,36,13,71,17,12,32,37,40,0,17,2018-01-17,
2,2:00 AM,1hr,30,41,39,27,9,79,16,6,26,37,33,0,21,2018-01-17,
3,3:00 AM,1hr,35,80,41,22,8,174,16,6,24,32,29,0,21,2018-01-17,
4,4:00 AM,1hr,35,35,37,18,5,186,17,6,29,24,29,0,18,2018-01-17,
5,5:00 AM,1hr,29,28,39,18,4,264,14,6,23,19,25,0,17,2018-01-17,
6,6:00 AM,1hr,30,15,37,15,9,178,12,6,21,20,25,0,20,2018-01-17,
7,7:00 AM,1hr,30,91,39,16,14,68,17,11,23,25,29,0,26,2018-01-17,
8,8:00 AM,1hr,38,113,42,20,42,43,16,8,25,30,39,0,35,2018-01-17,
9,9:00 AM,1hr,93,67,58,30,39,36,20,9,32,40,74,0,40,2018-01-17,
10,10:00 AM,1hr,100,59,83,62,20,47,18,7,52,70,139,0,63,2018-01-17,
11,11:00 AM,1hr,102,63,83,70,17,38,17,5,44,65,132,0,60,2018-01-17,
12,12:00 PM,1hr,109,24,61,55,6,18,17,7,40,59,128,0,57,2018-01-17,
13,1:00 PM,1hr,108,15,58,46,5,13,16,6,30,49,80,0,43,2018-01-17,
14,2:00 PM,1hr,50,14,31,31,2,17,11,11,24,29,63,0,22,2018-01-17,
15,3:00 PM,1hr,20,40,29,16,9,19,10,9,21,19,59,0,13,2018-01-17,
16,4:00 PM,1hr,16,62,41,15,11,15,10,8,27,38,36,0,11,2018-01-17,
17,5:00 PM,1hr,34,115,75,22,16,25,21,8,45,34,40,0,21,2018-01-17,
18,6:00 PM,1hr,44,96,63,56,28,45,43,14,47,39,74,0,20,2018-01-17,
19,7:00 PM,1hr,61,100,48,57,24,121,53,12,55,63,54,0,28,2018-01-17,
20,8:00 PM,1hr,80,104,56,61,22,253,36,32,55,54,69,0,41,2018-01-17,
21,9:00 PM,1hr,77,118,22,52,19,118,20,39,40,41,50,0,45,2018-01-17,
22,10:00 PM,1hr,32,87,16,39,17,200,20,39,61,29,44,0,44,2018-01-17,
23,11:00 PM,1hr,36,57,13,27,13,189,19,31,65,25,31,0,32,2018-01-17,
24,12:00 AM,1hr,26,57,11,21,11,197,15,33,79,20,24,0,19,2018-01-17,
1,1:00 AM,1hr,25,34,20,20,13,138,12,22,72,21,20,0,13,2018-01-18,
2,2:00 AM,1hr,38,31,9,19,8,143,9,12,52,18,16,0,14,2018-01-18,
3,3:00 AM,1hr,28,7,10,17,8,125,9,11,41,28,21,0,16,2018-01-18,
4,4:00 AM,1hr,33,4,6,16,4,152,11,9,38,24,21,0,17,2018-01-18,
5,5:00 AM,1hr,31,5,5,9,8,153,8,8,38,23,19,0,14,2018-01-18,
6,6:00 AM,1hr,41,3,7,11,8,80,10,8,35,44,29,0,12,2018-01-18,
7,7:00 AM,1hr,81,5,10,18,12,14,9,7,37,27,36,0,17,2018-01-18,
8,8:00 AM,1hr,197,8,18,20,26,55,12,13,28,33,52,0,26,2018-01-18,
9,9:00 AM,1hr,149,30,29,40,31,35,17,17,45,35,64,0,40,2018-01-18,
10,10:00 AM,1hr,123,31,39,33,24,59,19,21,52,35,78,0,55,2018-01-18,
11,11:00 AM,1hr,117,31,38,32,19,88,25,16,69,31,81,0,46,2018-01-18,
12,12:00 PM,1hr,110,45,35,45,30,43,33,8,42,41,72,0,32,2018-01-18,
13,1:00 PM,1hr,132,11,51,27,15,14,34,10,38,35,70,0,27,2018-01-18,
14,2:00 PM,1hr,119,15,63,26,18,15,30,9,35,25,59,0,34,2018-01-18,
15,3:00 PM,1hr,54,15,28,23,21,34,31,16,52,29,46,0,26,2018-01-18,
16,4:00 PM,1hr,70,99,67,56,21,27,40,16,74,43,69,0,53,2018-01-18,
17,5:00 PM,1hr,73,42,28,31,17,99,21,17,49,32,47,,28,2018-01-18,
18,6:00 PM,1hr,172,97,185,112,50,30,64,23,93,135,134,0,72,2018-01-18,
19,7:00 PM,1hr,140,95,189,105,38,27,65,25,112,102,134,0,89,2018-01-18,
20,8:00 PM,1hr,132,84,64,93,18,76,41,21,113,62,98,0,67,2018-01-18,
21,9:00 PM,1hr,86,66,26,39,24,184,44,21,73,43,47,0,46,2018-01-18,
22,10:00 PM,1hr,48,45,15,41,18,66,38,44,71,48,37,0,35,2018-01-18,
23,11:00 PM,1hr,50,24,14,34,22,111,34,33,59,34,35,0,27,2018-01-18,
24,12:00 AM,1hr,32,30,12,24,23,195,34,21,56,35,22,0,19,2018-01-18,
1,1:00 AM,1hr,20,19,9,18,20,113,23,22,62,25,17,0,14,2018-01-19,
2,2:00 AM,1hr,27,13,5,11,20,113,19,23,69,23,12,0,12,2018-01-19,
3,3:00 AM,1hr,21,9,9,10,11,55,15,21,61,23,12,0,20,2018-01-19,
4,4:00 AM,1hr,22,4,15,11,10,28,11,24,53,24,25,0,9,2018-01-19,
5,5:00 AM,1hr,30,1,23,12,11,40,10,27,48,22,42,0,18,2018-01-19,
6,6:00 AM,1hr,61,1,14,11,12,6,9,30,41,32,32,0,18,2018-01-19,
7,7:00 AM,1hr,76,2,24,13,23,20,10,25,44,72,45,0,24,2018-01-19,
8,8:00 AM,1hr,135,3,56,28,27,46,19,20,39,75,140,0,42,2018-01-19,
9,9:00 AM,1hr,281,20,97,65,47,102,27,30,46,122,136,0,77,2018-01-19,
10,10:00 AM,1hr,244,14,44,49,42,57,40,45,52,93,116,0,66,2018-01-19,
11,11:00 AM,1hr,245,14,53,39,59,44,42,27,71,69,101,0,51,2018-01-19,
12,12:00 PM,1hr,190,14,44,48,62,48,49,28,61,89,109,0,37,2018-01-19,
13,1:00 PM,1hr,177,11,53,42,48,38,41,22,62,72,206,0,47,2018-01-19,
14,2:00 PM,1hr,127,6,45,60,23,35,44,16,177,76,138,0,46,2018-01-19,
15,3:00 PM,1hr,61,5,77,80,29,33,52,17,121,88,94,0,28,2018-01-19,
16,4:00 PM,1hr,61,5,54,44,30,16,48,17,129,106,62,0,26,2018-01-19,
17,5:00 PM,1hr,66,19,37,63,22,11,60,29,171,75,65,0,27,2018-01-19,
18,6:00 PM,1hr,91,41,49,66,22,6,84,44,177,51,57,0,33,2018-01-19,
19,7:00 PM,1hr,77,20,53,78,19,47,74,48,231,54,78,0,28,2018-01-19,
20,8:00 PM,1hr,64,35,48,56,27,200,63,37,215,60,67,0,28,2018-01-19,
21,9:00 PM,1hr,77,35,60,53,19,332,55,30,138,48,64,0,40,2018-01-19,
22,10:00 PM,1hr,48,22,35,44,17,221,41,27,121,57,50,0,31,2018-01-19,
23,11:00 PM,1hr,37,25,46,31,17,41,55,29,98,48,43,0,25,2018-01-19,
24,12:00 AM,1hr,53,25,34,24,12,23,43,38,75,42,27,0,21,2018-01-19,
1,1:00 AM,1hr,45,22,20,16,11,23,38,34,57,36,30,0,36,2018-01-20,
2,2:00 AM,1hr,27,17,17,13,6,50,23,41,46,33,26,0,16,2018-01-20,
3,3:00 AM,1hr,29,19,21,11,4,42,11,33,39,28,28,0,13,2018-01-20,
4,4:00 AM,1hr,19,7,18,11,6,34,7,21,35,17,25,0,10,2018-01-20,
5,5:00 AM,1hr,13,5,23,7,6,11,5,22,28,15,37,0,12,2018-01-20,
6,6:00 AM,1hr,20,7,10,10,6,15,5,21,28,17,32,0,9,2018-01-20,
7,7:00 AM,1hr,32,13,10,13,7,20,13,14,28,19,23,0,16,2018-01-20,
8,8:00 AM,1hr,61,23,24,24,12,24,18,8,26,23,66,0,17,2018-01-20,
9,9:00 AM,1hr,66,37,69,30,39,16,13,13,29,39,90,0,17,2018-01-20,
10,10:00 AM,1hr,82,48,90,39,34,50,14,14,33,59,111,0,39,2018-01-20,
11,11:00 AM,1hr,30,20,71,54,27,26,15,16,21,63,55,0,20,2018-01-20,
12,12:00 PM,1hr,23,12,33,31,5,26,16,9,12,29,42,0,22,2018-01-20,
13,1:00 PM,1hr,24,9,28,21,20,30,16,8,16,28,26,0,16,2018-01-20,
14,2:00 PM,1hr,20,10,24,23,14,36,12,9,11,22,28,0,17,2018-01-20,
15,3:00 PM,1hr,18,8,23,18,10,39,10,7,9,18,19,0,15,2018-01-20,
16,4:00 PM,1hr,17,7,23,16,11,35,9,9,8,19,14,0,11,2018-01-20,
17,5:00 PM,1hr,10,7,16,13,12,29,8,8,8,21,14,0,7,2018-01-20,
18,6:00 PM,1hr,8,7,16,13,11,26,6,7,7,21,9,0,7,2018-01-20,
19,7:00 PM,1hr,7,9,15,9,22,23,5,4,8,12,6,0,6,2018-01-20,
20,8:00 PM,1hr,7,9,10,7,18,21,5,3,9,16,7,0,5,2018-01-20,
21,9:00 PM,1hr,9,6,11,11,13,18,5,3,8,17,10,0,6,2018-01-20,
22,10:00 PM,1hr,10,5,12,14,17,19,6,2,8,23,11,0,7,2018-01-20,
23,11:00 PM,1hr,10,6,13,13,16,24,6,2,8,27,11,0,7,2018-01-20,
24,12:00 AM,1hr,8,0,10,10,17,25,4,5,6,20,9,0,5,2018-01-20,
1,1:00 AM,1hr,5,1,6,7,15,20,3,5,5,11,6,0,2,2018-01-21,
2,2:00 AM,1hr,4,1,4,4,12,16,3,2,5,22,4,0,3,2018-01-21,
3,3:00 AM,1hr,5,1,3,4,10,12,3,1,4,20,4,0,1,2018-01-21,
4,4:00 AM,1hr,4,1,14,4,9,9,3,1,4,14,3,0,2,2018-01-21,
5,5:00 AM,1hr,2,1,2,2,11,9,3,1,3,6,4,0,1,2018-01-21,
6,6:00 AM,1hr,3,1,3,3,7,8,3,1,4,7,5,0,2,2018-01-21,
7,7:00 AM,1hr,4,1,4,3,2,7,2,1,3,8,6,0,2,2018-01-21,
8,8:00 AM,1hr,4,1,7,3,4,8,1,1,2,12,6,0,3,2018-01-21,
9,9:00 AM,1hr,3,0,4,3,4,9,1,1,1,10,7,0,5,2018-01-21,
10,10:00 AM,1hr,5,2,6,3,15,10,1,3,1,14,10,0,3,2018-01-21,
11,11:00 AM,1hr,9,6,4,5,30,10,3,3,2,7,3,0,2,2018-01-21,
12,12:00 PM,1hr,8,5,35,3,9,9,5,1,2,6,4,0,13,2018-01-21,
13,1:00 PM,1hr,10,7,7,12,8,10,3,1,5,7,4,0,13,2018-01-21,
14,2:00 PM,1hr,3,2,15,5,1,7,4,1,4,8,3,0,5,2018-01-21,
15,3:00 PM,1hr,1,2,5,8,1,8,4,3,2,6,1,0,6,2018-01-21,
16,4:00 PM,1hr,2,3,2,3,8,6,5,2,1,8,1,0,8,2018-01-21,
17,5:00 PM,1hr,1,5,3,2,2,8,2,1,2,10,2,0,1,2018-01-21,
18,6:00 PM,1hr,1,5,3,2,4,11,1,1,1,5,2,0,2,2018-01-21,
19,7:00 PM,1hr,1,11,4,5,3,12,3,1,1,21,4,0,1,2018-01-21,
20,8:00 PM,1hr,2,2,5,8,4,17,2,1,1,25,5,0,0,2018-01-21,
21,9:00 PM,1hr,3,1,6,9,3,19,2,,2,25,6,0,0,2018-01-21,
22,10:00 PM,1hr,1,1,7,12,2,19,1,5,2,51,9,0,1,2018-01-21,
23,11:00 PM,1hr,1,1,5,13,1,15,1,10,2,45,8,0,0,2018-01-21,
24,12:00 AM,1hr,7,1,4,9,2,9,0,16,2,29,8,0,6,2018-01-21,
1,1:00 AM,1hr,3,1,5,13,2,6,1,16,2,43,8,0,3,2018-01-22,
2,2:00 AM,1hr,10,1,3,7,2,8,2,18,1,20,10,0,9,2018-01-22,
3,3:00 AM,1hr,13,1,5,4,2,9,1,11,1,16,8,0,8,2018-01-22,
4,4:00 AM,1hr,7,1,2,2,2,7,1,6,2,8,5,0,3,2018-01-22,
5,5:00 AM,1hr,3,1,3,2,2,8,1,5,5,8,7,0,1,2018-01-22,
6,6:00 AM,1hr,7,1,3,2,3,9,1,5,6,13,26,0,3,2018-01-22,
7,7:00 AM,1hr,9,1,5,3,3,7,2,6,7,17,40,0,10,2018-01-22,
8,8:00 AM,1hr,11,2,5,4,1,8,3,4,6,26,37,0,19,2018-01-22,
9,9:00 AM,1hr,15,3,6,4,3,9,2,7,7,36,64,0,18,2018-01-22,
10,10:00 AM,1hr,18,2,13,7,4,9,1,5,19,30,96,0,6,2018-01-22,
11,11:00 AM,1hr,9,1,8,4,4,5,2,2,23,21,72,0,2,2018-01-22,
12,12:00 PM,1hr,16,1,6,5,5,4,3,4,30,54,64,0,0,2018-01-22,
13,1:00 PM,1hr,13,1,4,4,5,6,2,4,25,66,87,4,1,2018-01-22,
14,2:00 PM,1hr,12,2,5,4,2,6,2,5,3,71,96,5,10,2018-01-22,
15,3:00 PM,1hr,13,4,9,5,3,3,1,6,2,76,104,9,11,2018-01-22,
16,4:00 PM,1hr,12,3,4,4,6,4,4,6,7,81,108,5,10,2018-01-22,
17,5:00 PM,1hr,15,4,6,8,12,8,7,7,5,73,99,6,8,2018-01-22,
18,6:00 PM,1hr,18,4,7,19,33,10,8,11,5,67,96,13,9,2018-01-22,
19,7:00 PM,1hr,24,7,7,8,30,6,7,14,6,46,59,17,8,2018-01-22,
20,8:00 PM,1hr,13,5,4,7,30,7,8,15,5,29,48,9,8,2018-01-22,
21,9:00 PM,1hr,14,7,5,7,29,10,14,19,7,20,25,7,7,2018-01-22,
22,10:00 PM,1hr,6,4,3,3,27,9,14,20,12,28,26,6,6,2018-01-22,
23,11:00 PM,1hr,17,7,4,2,25,8,10,19,7,42,22,6,8,2018-01-22,
24,12:00 AM,1hr,19,5,10,4,24,9,6,16,8,14,23,10,9,2018-01-22,
1,1:00 AM,1hr,4,4,7,3,18,11,5,16,15,7,8,9,5,2018-01-23,
2,2:00 AM,1hr,3,2,2,1,12,8,4,15,14,2,4,3,6,2018-01-23,
3,3:00 AM,1hr,4,1,2,1,10,3,3,13,11,1,3,2,12,2018-01-23,
4,4:00 AM,1hr,6,2,1,1,7,4,2,11,8,1,5,3,7,2018-01-23,
5,5:00 AM,1hr,7,1,2,1,4,4,2,14,8,4,10,3,4,2018-01-23,
6,6:00 AM,1hr,14,2,3,1,4,6,2,17,8,7,10,3,6,2018-01-23,
7,7:00 AM,1hr,25,4,4,2,10,6,2,10,9,8,28,7,13,2018-01-23,
8,8:00 AM,1hr,22,5,8,16,16,12,6,11,18,17,62,21,15,2018-01-23,
9,9:00 AM,1hr,40,2,15,12,19,13,4,16,17,23,80,25,22,2018-01-23,
10,10:00 AM,1hr,29,3,19,7,17,9,3,14,80,30,81,19,14,2018-01-23,
11,11:00 AM,1hr,16,2,14,4,11,8,1,9,31,31,42,6,7,2018-01-23,
12,12:00 PM,1hr,15,3,15,6,12,12,2,6,15,26,56,18,5,2018-01-23,
13,1:00 PM,1hr,17,1,15,3,9,8,6,7,20,22,68,11,9,2018-01-23,
14,2:00 PM,1hr,19,1,15,4,11,5,4,7,10,23,67,5,14,2018-01-23,
15,3:00 PM,1hr,8,1,9,4,8,6,4,12,5,20,46,6,15,2018-01-23,
16,4:00 PM,1hr,10,3,11,8,8,7,7,10,9,29,55,12,13,2018-01-23,
17,5:00 PM,1hr,11,5,17,16,27,12,9,12,9,27,17,12,8,2018-01-23,
18,6:00 PM,1hr,10,5,21,21,20,14,8,18,10,16,13,11,10,2018-01-23,
19,7:00 PM,1hr,10,4,19,18,23,11,9,41,13,15,16,9,9,2018-01-23,
20,8:00 PM,1hr,8,5,17,18,23,7,8,32,9,15,14,12,8,2018-01-23,
21,9:00 PM,1hr,9,7,20,19,27,11,7,14,9,24,17,12,9,2018-01-23,
22,10:00 PM,1hr,15,12,17,21,23,8,6,19,8,17,21,15,12,2018-01-23,
23,11:00 PM,1hr,22,8,11,18,17,8,5,16,10,12,22,18,13,2018-01-23,
24,12:00 AM,1hr,17,5,6,16,11,6,7,11,13,8,13,11,14,2018-01-23,
1,1:00 AM,1hr,16,5,3,7,9,7,8,10,13,7,8,6,17,2018-01-24,
2,2:00 AM,1hr,15,3,3,5,5,7,7,10,12,7,8,5,13,2018-01-24,
3,3:00 AM,1hr,10,3,3,4,7,9,6,7,10,6,11,4,9,2018-01-24,
4,4:00 AM,1hr,15,2,4,6,5,8,7,8,14,7,13,5,10,2018-01-24,
5,5:00 AM,1hr,19,2,18,8,4,7,7,6,14,7,21,15,9,2018-01-24,
6,6:00 AM,1hr,27,2,11,7,6,11,8,7,15,9,17,14,11,2018-01-24,
7,7:00 AM,1hr,36,2,17,9,13,10,9,6,17,21,23,18,15,2018-01-24,
8,8:00 AM,1hr,32,4,30,22,13,19,13,8,28,16,51,15,22,2018-01-24,
9,9:00 AM,1hr,31,7,35,35,13,15,15,10,50,28,67,21,24,2018-01-24,
10,10:00 AM,1hr,53,8,27,24,12,16,20,7,39,37,66,22,26,2018-01-24,
11,11:00 AM,1hr,56,11,26,28,13,9,14,6,88,32,75,19,32,2018-01-24,
12,12:00 PM,1hr,94,12,34,23,13,9,18,6,36,39,76,30,44,2018-01-24,
13,1:00 PM,1hr,85,8,40,25,,10,19,6,35,42,99,32,40,2018-01-24,
14,2:00 PM,1hr,101,8,48,33,,9,25,8,39,37,77,24,26,2018-01-24,
15,3:00 PM,1hr,74,8,48,36,,14,24,9,47,48,122,39,40,2018-01-24,
16,4:00 PM,1hr,102,16,50,74,,22,25,13,42,44,108,69,50,2018-01-24,
17,5:00 PM,1hr,91,18,86,103,,15,30,11,45,42,128,112,41,2018-01-24,
18,6:00 PM,1hr,124,13,118,131,,20,44,11,46,97,113,122,41,2018-01-24,
19,7:00 PM,1hr,68,15,128,84,,14,37,9,48,77,90,93,43,2018-01-24,
20,8:00 PM,1hr,61,17,80,62,,14,30,29,67,57,76,75,44,2018-01-24,
21,9:00 PM,1hr,63,20,23,48,,15,28,22,63,32,45,45,41,2018-01-24,
22,10:00 PM,1hr,52,8,36,34,,11,17,9,33,30,57,34,26,2018-01-24,
23,11:00 PM,1hr,24,22,13,20,23,15,34,19,47,17,25,19,20,2018-01-24,
24,12:00 AM,1hr,22,29,13,18,22,17,26,19,42,24,21,22,17,2018-01-24,
1,1:00 AM,1hr,22,33,16,16,21,17,26,19,39,17,24,24,20,2018-01-25,
2,2:00 AM,1hr,29,19,20,13,20,17,24,10,34,16,18,23,19,2018-01-25,
3,3:00 AM,1hr,30,20,16,13,17,16,21,16,35,25,17,23,21,2018-01-25,
4,4:00 AM,1hr,31,7,14,12,14,15,17,16,33,18,25,20,14,2018-01-25,
5,5:00 AM,1hr,25,5,10,12,14,18,14,14,33,13,26,21,13,2018-01-25,
6,6:00 AM,1hr,28,5,10,11,14,13,17,14,27,16,31,22,12,2018-01-25,
7,7:00 AM,1hr,75,8,15,18,23,18,16,20,25,25,43,20,21,2018-01-25,
8,8:00 AM,1hr,115,30,25,25,42,27,18,20,28,46,64,28,25,2018-01-25,
9,9:00 AM,1hr,131,111,27,35,42,28,22,19,38,33,83,27,35,2018-01-25,
10,10:00 AM,1hr,162,50,28,28,41,19,31,21,47,43,99,21,47,2018-01-25,
11,11:00 AM,1hr,26,33,38,35,27,12,29,26,65,35,112,18,21,2018-01-25,
12,12:00 PM,1hr,34,18,32,26,19,11,37,30,81,25,95,21,22,2018-01-25,
13,1:00 PM,1hr,78,11,26,26,23,11,33,31,81,23,85,15,23,2018-01-25,
14,2:00 PM,1hr,29,12,39,21,17,12,37,26,95,27,81,14,19,2018-01-25,
15,3:00 PM,1hr,76,14,36,16,18,10,38,14,47,25,54,14,20,2018-01-25,
16,4:00 PM,1hr,23,49,42,15,13,10,41,14,47,15,41,12,19,2018-01-25,
17,5:00 PM,1hr,17,117,24,13,11,12,30,18,103,12,47,12,22,2018-01-25,
